"Manifest ID","Proposed ID (not reserved)","Week","Week start","Week end","Category","Name","Domain","Equipment","Dose draft","Rest draft","Patterns","Test relationship","Objectives","Source IDs","Evidence limitation","Distinctness","Primary demo brief","Teaching detail brief","Error correction brief","Review status","Publication hold"
"wb-049","STR-531","3","2026-10-05","2026-10-11","isometric","Supported single-leg hinge hold","strength","wall","1-2 sets x 10-20 seconds each side","45-60 seconds between sets","hip force and control; posterior-chain and knee-flexion capacity; trunk control","general","","NSCA2009; AAP2020; ISO2026","The youth trial combined isometric and ballistic work in older males. It cannot prove this particular hold improves a six-test result; no tendon or pain treatment claim.","Fixed-position unilateral hinge endurance differs from the existing dynamic single-leg reach.","Show supported single-leg hinge hold from setup to finish at normal speed. Keep the whole body and equipment visible. Move the free leg back as the torso tips forward. Hold the pelvis level without twisting. Return to standing slowly before switching sides. Film both sides where relevant; show a reset rather than a fatigue set.","Show the setup close enough to reproduce it: Stand beside a wall for light support. Hinge on one leg into the range selected by the coach. Explain: Keep the standing knee softly bent. Demonstrate the easier option: Two-foot hinge hold with hands supported. Explain that the coach chooses progression and any external load.","Explain the error without deliberately loading an unsafe position: Opening the hip outward: reduce the hinge range. Contrast a safe low-effort example with the correct version. Refilm normal correct repetitions. Do not demonstrate pain, maximal strain, risky falls or unsafe equipment use.","pending","Awaiting content review and three approved videos."
"wb-050","STR-532","3","2026-10-05","2026-10-11","isometric","Seated ball-squeeze hold","strength","ball; bench","1-2 sets x 10-20 seconds","45-60 seconds between sets","frontal-plane hip control","general","","NSCA2009; AAP2020; ISO2026","The youth trial combined isometric and ballistic work in older males. It cannot prove this particular hold improves a six-test result; no tendon or pain treatment claim.","Bilateral supported adductor squeeze differs from the existing side-supported Copenhagen hold and cable adduction.","Show seated ball-squeeze hold from setup to finish at normal speed. Keep the whole body and equipment visible. Sit tall and settle the ball between the knees. Squeeze steadily while continuing to breathe. Release gradually before the next hold. Film both sides where relevant; show a reset rather than a fatigue set.","Show the setup close enough to reproduce it: Sit on a stable bench with feet flat and a soft ball between the knees. Use gentle-to-moderate effort directed by the coach. Explain: Use smooth pressure, not a maximal squeeze. Demonstrate the easier option: Very gentle shorter squeezes. Explain that the coach chooses progression and any external load.","Explain the error without deliberately loading an unsafe position: Holding the breath: reduce effort and shorten the hold. Contrast a safe low-effort example with the correct version. Refilm normal correct repetitions. Do not demonstrate pain, maximal strain, risky falls or unsafe equipment use.","pending","Awaiting content review and three approved videos."
"wb-051","PLY-509","3","2026-10-05","2026-10-11","plyometric","Medicine-ball rotational rebound pass","plyometrics","medicineBall; wall","1-2 sets x 3-5 reps each side","15-30 seconds between reps; 60-90 seconds between sets","trunk control; hip force and control; upper-body push/support","general","","NSCA2009; AAP2020","Upper-body reactive work is not established as a direct improvement to a PoseTek test. Coach must check apparatus, load and catch/support competence.","Transverse-plane reactive trunk and arm work differs from the straight chest rebound; replaces a proposed skip that overlapped the live A Series Circuit.","Show medicine-ball rotational rebound pass from setup to finish at normal speed. Keep the whole body and equipment visible. Turn the hips and trunk together to pass the ball sideways to the wall. Receive the gentle rebound with soft arms while allowing the body to turn. Redirect smoothly then stop and reset before changing sides. Film both sides where relevant; show a reset rather than a fatigue set.","Show the setup close enough to reproduce it: Stand side-on to a suitable clear wall with a light rebound-safe medicine ball. Coach checks the turning space and starts with gentle throws. Explain: Let the feet turn with the hips rather than twisting a planted knee. Demonstrate the easier option: Gentle side pass followed by a complete catch and reset. Explain that the coach chooses progression and any external load.","Explain the error without deliberately loading an unsafe position: Throwing too hard to receive safely: reduce speed and catch fully. Contrast a safe low-effort example with the correct version. Refilm normal correct repetitions. Do not demonstrate pain, maximal strain, risky falls or unsafe equipment use.","pending","Awaiting content review and three approved videos."
"wb-052","PLY-510","3","2026-10-05","2026-10-11","plyometric","Quarter-turn jump and stick","plyometrics","markers","1-2 sets x 3-5 reps each side","15-30 seconds between reps; 60-90 seconds between sets","squat/lunge and knee extension; hip force and control; ankle and calf capacity; trunk control","support","planned_change_direction","NSCA2009; PJT2018; PJT2014","Program-level youth evidence does not isolate this variation. Direction, support, experience and dose matter; vertical training has not consistently improved sprint time.","Adds controlled transverse-plane orientation to the existing straight jump-and-stick drill.","Show quarter-turn jump and stick from setup to finish at normal speed. Keep the whole body and equipment visible. Dip and make a small two-foot jump. Turn the whole body a quarter turn in the air. Land softly facing the new direction and hold before resetting. Film both sides where relevant; show a reset rather than a fatigue set.","Show the setup close enough to reproduce it: Place a starting mark and a second facing direction at a quarter turn. Use a clear level surface. Explain: Turn the trunk and feet together. Demonstrate the easier option: Step-and-turn into the same landing stance. Explain that the coach chooses progression and any external load.","Explain the error without deliberately loading an unsafe position: Twisting after the feet land: reduce the turn and jump size. Contrast a safe low-effort example with the correct version. Refilm normal correct repetitions. Do not demonstrate pain, maximal strain, risky falls or unsafe equipment use.","pending","Awaiting content review and three approved videos."
"wb-053","PLY-511","3","2026-10-05","2026-10-11","plyometric","Split-stance switch jump","plyometrics","markers","1-2 sets x 3-5 reps","15-30 seconds between reps; 60-90 seconds between sets","squat/lunge and knee extension; hip force and control; ankle and calf capacity","support","vertical_jump","NSCA2009; PJT2018; PJT2014","Program-level youth evidence does not isolate this variation. Direction, support, experience and dose matter; vertical training has not consistently improved sprint time.","Bilateral split-stance takeoff and leg switching differ from single-leg vertical jumps and static split holds.","Show split-stance switch jump from setup to finish at normal speed. Keep the whole body and equipment visible. Dip a little through both knees. Jump only high enough to swap the front and back feet. Land softly in the opposite split stance and reset. Film both sides where relevant; show a reset rather than a fatigue set.","Show the setup close enough to reproduce it: Take a short split stance on a clear surface. Coach first confirms a controlled split squat and small jump. Explain: Keep the stance short and the landing quiet. Demonstrate the easier option: Step-switch the feet without a jump. Explain that the coach chooses progression and any external load.","Explain the error without deliberately loading an unsafe position: Deep uncontrolled lunge landing: shorten the stance and reduce height. Contrast a safe low-effort example with the correct version. Refilm normal correct repetitions. Do not demonstrate pain, maximal strain, risky falls or unsafe equipment use.","pending","Awaiting content review and three approved videos."
"wb-054","PLY-512","3","2026-10-05","2026-10-11","plyometric","Two-step approach vertical jump","plyometrics","markers","1-2 sets x 3-5 reps","15-30 seconds between reps; 60-90 seconds between sets","squat/lunge and knee extension; hip force and control; ankle and calf capacity","support","vertical_jump","NSCA2009; PJT2018; PJT2014","Program-level youth evidence does not isolate this variation. Direction, support, experience and dose matter; vertical training has not consistently improved sprint time.","Converts a short approach into upward impulse rather than duplicating stationary countermovement jumps.","Show two-step approach vertical jump from setup to finish at normal speed. Keep the whole body and equipment visible. Walk or jog two controlled steps into a two-foot plant. Use the arms and legs to jump upward. Land on two feet and regain balance before walking back. Film both sides where relevant; show a reset rather than a fatigue set.","Show the setup close enough to reproduce it: Mark a short two-step approach ending at a takeoff zone. No overhead ball or target is required. Explain: Make the last steps controlled rather than long. Demonstrate the easier option: Standing countermovement jump already in the library. Explain that the coach chooses progression and any external load.","Explain the error without deliberately loading an unsafe position: Running too fast into the plant: slow the approach. Contrast a safe low-effort example with the correct version. Refilm normal correct repetitions. Do not demonstrate pain, maximal strain, risky falls or unsafe equipment use.","pending","Awaiting content review and three approved videos."
"wb-055","SPD-505","3","2026-10-05","2026-10-11","speedCod","Half-kneeling acceleration start","speed","cones; kneePad","1-2 sets x 2-3 reps each side","90-120 seconds between reps; 120-180 seconds between sets","hip force and control; squat/lunge and knee extension; posterior-chain and knee-flexion capacity; ankle and calf capacity","direct","short_sprint","SPRINT2021; CONSENSUS2014","The cited sprint trial studied individually resisted sprinting, not this exact start/route. The link is task/movement-family rationale, not exercise-specific proof or a load recommendation.","Unilateral kneeling-to-running is a distinct floor-transition progression from a bilateral push-up start.","Show half-kneeling acceleration start from setup to finish at normal speed. Keep the whole body and equipment visible. Lean slightly forward and brace. Push through the front foot to rise directly into running. Accelerate through the finish then slow down gradually. Film both sides where relevant; show a reset rather than a fatigue set.","Show the setup close enough to reproduce it: Place a knee pad at the start of an 8-m lane with clear run-off. One knee rests down and the other foot is forward. Explain: Rise forward rather than standing straight up first. Demonstrate the easier option: Half-kneeling rise into a walk. Explain that the coach chooses progression and any external load.","Explain the error without deliberately loading an unsafe position: Using a deep awkward first step: reduce speed and rehearse the rise. Contrast a safe low-effort example with the correct version. Refilm normal correct repetitions. Do not demonstrate pain, maximal strain, risky falls or unsafe equipment use.","pending","Awaiting content review and three approved videos."
"wb-056","AGL-504","3","2026-10-05","2026-10-11","speedCod","Backpedal drop-step acceleration","agility","cones","1-2 sets x 2-3 reps each side","90-120 seconds between reps; 120-180 seconds between sets","hip force and control; squat/lunge and knee extension; posterior-chain and knee-flexion capacity; ankle and calf capacity","direct","planned_change_direction","COD2019; CONSENSUS2014","The controlled study used a small older-male sample and different coached tasks. A shuttle result alone cannot diagnose braking or cutting mechanics.","Starts with backward travel and a preplanned open turn, rather than the existing press-to-reactive-recovery sequence.","Show backpedal drop-step acceleration from setup to finish at normal speed. Keep the whole body and equipment visible. Backpedal under control to the turning mark. Open the hip with a drop step toward the exit. Run forward through the exit and slow down safely. Film both sides where relevant; show a reset rather than a fatigue set.","Show the setup close enough to reproduce it: Mark a 3-m backward lane and a diagonal 6-m forward exit. Check the rear space before every effort. Explain: Turn the hips before trying to sprint. Demonstrate the easier option: Backward walk into the same turn. Explain that the coach chooses progression and any external load.","Explain the error without deliberately loading an unsafe position: Twisting over a planted foot: slow down and rehearse the step. Contrast a safe low-effort example with the correct version. Refilm normal correct repetitions. Do not demonstrate pain, maximal strain, risky falls or unsafe equipment use.","pending","Awaiting content review and three approved videos."
"wb-057","SPD-506","3","2026-10-05","2026-10-11","speedCod","Curve-to-straight acceleration","speed","cones","1-2 sets x 2-3 reps each side","90-120 seconds between reps; 120-180 seconds between sets","hip force and control; squat/lunge and knee extension; posterior-chain and knee-flexion capacity; ankle and calf capacity","support","short_sprint","SPRINT2021; CONSENSUS2014","The cited sprint trial studied individually resisted sprinting, not this exact start/route. The link is task/movement-family rationale, not exercise-specific proof or a load recommendation.","Practises exiting a curve without a planted cut, progressing the wide-arc task while preserving continuous running.","Show curve-to-straight acceleration from setup to finish at normal speed. Keep the whole body and equipment visible. Build controlled speed along the curve. Gradually align the body with the straight lane. Continue running without a sharp planted cut and then decelerate. Film both sides where relevant; show a reset rather than a fatigue set.","Show the setup close enough to reproduce it: Lay out a gentle 8-m curve joining a straight 8-m lane. Leave space beyond the finish to slow down. Explain: Let the curve unwind smoothly. Demonstrate the easier option: Jog from the arc onto the straight lane. Explain that the coach chooses progression and any external load.","Explain the error without deliberately loading an unsafe position: Sudden pivot at the join: widen the connection and reduce pace. Contrast a safe low-effort example with the correct version. Refilm normal correct repetitions. Do not demonstrate pain, maximal strain, risky falls or unsafe equipment use.","pending","Awaiting content review and three approved videos."
"wb-058","RCV-503","3","2026-10-05","2026-10-11","ball","Chest-to-foot aerial receive","receiving","ball; markers","1-2 sets x 6-8 reps","30-60 seconds between sets","trunk control; hip force and control","general","","FIFA_RECEIVE2023; USYS2017","Official coaching guidance supports the skill family; this authored drill and draft dose have no isolated intervention proof. No direct change in dribbling time or shot speed is promised.","Chest-to-foot aerial control is a new receiving surface and flight condition, not a pressure-receiving rename.","Show chest-to-foot aerial receive from setup to finish at normal speed. Keep the whole body and equipment visible. Move into line with the falling ball. Let the chest soften the contact without heading the ball. Guide the dropping ball to the foot and settle it nearby. Film both sides where relevant; show a reset rather than a fatigue set.","Show the setup close enough to reproduce it: Use a gentle self-toss in a clear area. Keep the ball below head height and start with a comfortable chest-level service. Explain: Soften the chest rather than striking the ball away. Demonstrate the easier option: Chest cushion followed by a catch. Explain that the coach chooses progression and any external load.","Explain the error without deliberately loading an unsafe position: Ball contacting the face: lower the toss and stop to reset. Contrast a safe low-effort example with the correct version. Refilm normal correct repetitions. Do not demonstrate pain, maximal strain, risky falls or unsafe equipment use.","pending","Awaiting content review and three approved videos."
"wb-059","PAS-503","3","2026-10-05","2026-10-11","ball","Driven instep ground pass","passing","ball; cones","1-2 sets x 6-8 passes each side","30-60 seconds between sets","hip force and control; squat/lunge and knee extension","general","","FA_PASS2022; USYS2017","Official coaching guidance supports the skill family; this authored drill and draft dose have no isolated intervention proof. No direct change in dribbling time or shot speed is promised.","Develops a low driven passing trajectory, distinct from long lofted target passing and shooting for speed.","Show driven instep ground pass from setup to finish at normal speed. Keep the whole body and equipment visible. Take a short controlled approach. Contact near the center of the ball with the laces and a steady ankle. Follow through toward the target while keeping the ball low. Film both sides where relevant; show a reset rather than a fatigue set.","Show the setup close enough to reproduce it: Place a wide target gate 8-12 m away on a clear level surface. Coach selects a manageable distance, not maximum power. Explain: Prioritize a clean low pass over force. Demonstrate the easier option: Short stationary instep pass. Explain that the coach chooses progression and any external load.","Explain the error without deliberately loading an unsafe position: Leaning back and lifting the ball: shorten the approach. Contrast a safe low-effort example with the correct version. Refilm normal correct repetitions. Do not demonstrate pain, maximal strain, risky falls or unsafe equipment use.","pending","Awaiting content review and three approved videos."
"wb-060","SHT-507","3","2026-10-05","2026-10-11","ball","Inside-foot curling finish","shooting","ball; goal; cones","1-2 sets x 4-6 shots each side","45-60 seconds between sets","hip force and control; squat/lunge and knee extension","general","","FA_FINISH2022; USYS2017","Official coaching guidance supports the skill family; this authored drill and draft dose have no isolated intervention proof. No direct change in dribbling time or shot speed is promised.","Explicit spin/contact instruction differs from a far-post target pattern and straight laces-speed practice.","Show inside-foot curling finish from setup to finish at normal speed. Keep the whole body and equipment visible. Approach at a small angle and place the support foot securely. Brush the inside of the foot around the side of the ball. Finish balanced and check the resulting curve before resetting. Film both sides where relevant; show a reset rather than a fatigue set.","Show the setup close enough to reproduce it: Mark a short angled approach to a secured goal and a wide finishing zone. Start at a comfortable distance with no goalkeeper. Explain: Use controlled spin rather than maximum power. Demonstrate the easier option: Short curling pass toward a wide gate. Explain that the coach chooses progression and any external load.","Explain the error without deliberately loading an unsafe position: Over-rotating or slipping: reduce approach speed. Contrast a safe low-effort example with the correct version. Refilm normal correct repetitions. Do not demonstrate pain, maximal strain, risky falls or unsafe equipment use.","pending","Awaiting content review and three approved videos."
"wb-061","STR-533","4","2026-10-12","2026-10-18","strength","Machine leg press","strength","legPressMachine","1-2 sets x 6-8 reps","60-90 seconds between sets","squat/lunge and knee extension; hip force and control","support","vertical_jump","NSCA2009; AAP2020; NEGRA2016","The named exercise, variation and dose were not isolated in the cited trials. Linking a domain is a coaching inference, not diagnosis of a weakness or a guaranteed test improvement.","Machine-supported adjustable loading offers an alternative when a suitable machine fits; not an automatic upgrade for age.","Show machine leg press from setup to finish at normal speed. Keep the whole body and equipment visible. Release the stops as instructed and lower in control. Stop before the pelvis rolls or the heels lift. Press smoothly without forcefully locking the knees. Film both sides where relevant; show a reset rather than a fatigue set.","Show the setup close enough to reproduce it: Coach confirms the machine fits, adjusts the seat and explains the stops. Use an approved light load and foot position. Explain: Maintain contact with the back pad throughout. Demonstrate the easier option: Goblet squat or unloaded squat if the machine does not fit. Explain that the coach chooses progression and any external load.","Explain the error without deliberately loading an unsafe position: Descending too far: shorten the range and reset the seat. Contrast a safe low-effort example with the correct version. Refilm normal correct repetitions. Do not demonstrate pain, maximal strain, risky falls or unsafe equipment use.","pending","Awaiting content review and three approved videos."
"wb-062","STR-534","4","2026-10-12","2026-10-18","strength","Dumbbell lateral lunge","strength","dumbbells","1-2 sets x 6-8 reps each side","60-90 seconds between sets","frontal-plane hip control; squat/lunge and knee extension; hip force and control","support","planned_change_direction","NSCA2009; AAP2020; NEGRA2016","The named exercise, variation and dose were not isolated in the cited trials. Linking a domain is a coaching inference, not diagnosis of a weakness or a guaranteed test improvement.","Introduces frontal-plane loaded strength distinct from reverse or split-stance lunges.","Show dumbbell lateral lunge from setup to finish at normal speed. Keep the whole body and equipment visible. Step sideways and sit into the stepping hip. Keep the other leg long while both feet stay grounded. Push back to the start and regain balance. Film both sides where relevant; show a reset rather than a fatigue set.","Show the setup close enough to reproduce it: Stand in a clear space holding light coach-selected dumbbells. Mark a comfortable side step. Explain: Keep the knee following the toes of the stepping foot. Demonstrate the easier option: Unloaded shallow side lunge. Explain that the coach chooses progression and any external load.","Explain the error without deliberately loading an unsafe position: Rolling onto the inner foot: reduce step width and load. Contrast a safe low-effort example with the correct version. Refilm normal correct repetitions. Do not demonstrate pain, maximal strain, risky falls or unsafe equipment use.","pending","Awaiting content review and three approved videos."
"wb-063","STR-535","4","2026-10-12","2026-10-18","strength","Seated leg-curl machine","strength","legCurlMachine","1-2 sets x 6-8 reps","60-90 seconds between sets","posterior-chain and knee-flexion capacity","general","","NSCA2009; AAP2020","The named exercise, variation and dose were not isolated in the cited trials. Linking a domain is a coaching inference, not diagnosis of a weakness or a guaranteed test improvement.","Machine-scaled knee flexion provides external loading distinct from bodyweight bridge or Nordic progressions.","Show seated leg-curl machine from setup to finish at normal speed. Keep the whole body and equipment visible. Keep the pelvis against the seat. Bend the knees smoothly to draw the pad down and back. Return slowly without letting the weight stack slam. Film both sides where relevant; show a reset rather than a fatigue set.","Show the setup close enough to reproduce it: Coach adjusts the seat, thigh pad and ankle pad to fit. Choose a light approved load and comfortable knee range. Explain: Move at the knees while the hips remain still. Demonstrate the easier option: Short-range slider curl under coach instruction. Explain that the coach chooses progression and any external load.","Explain the error without deliberately loading an unsafe position: Arching or lifting off the seat: check fit and reduce load. Contrast a safe low-effort example with the correct version. Refilm normal correct repetitions. Do not demonstrate pain, maximal strain, risky falls or unsafe equipment use.","pending","Awaiting content review and three approved videos."
"wb-064","STR-536","4","2026-10-12","2026-10-18","strength","Band-assisted pull-up","strength","pullUpBar; resistanceBand; box","1-2 sets x 6-8 reps","60-90 seconds between sets","upper-body pull/scapular control; trunk control","general","","NSCA2009; AAP2020","The named exercise, variation and dose were not isolated in the cited trials. Linking a domain is a coaching inference, not diagnosis of a weakness or a guaranteed test improvement.","Closed-chain vertical pulling with assistance differs from seated cable pulling and requires a safe mounting procedure.","Show band-assisted pull-up from setup to finish at normal speed. Keep the whole body and equipment visible. Start with a comfortable active hang. Pull the chest toward the bar without kicking. Lower smoothly and use the step to dismount safely. Film both sides where relevant; show a reset rather than a fatigue set.","Show the setup close enough to reproduce it: Coach secures and checks the assistance band, bar and step. Mount under supervision; do not jump into the band. Explain: Use a smooth pull and keep the legs quiet. Demonstrate the easier option: Cable lat pulldown. Explain that the coach chooses progression and any external load.","Explain the error without deliberately loading an unsafe position: Swinging or snapping the band: stop and increase assistance. Contrast a safe low-effort example with the correct version. Refilm normal correct repetitions. Do not demonstrate pain, maximal strain, risky falls or unsafe equipment use.","pending","Awaiting content review and three approved videos."
"wb-065","STR-537","4","2026-10-12","2026-10-18","strength","Single-arm dumbbell overhead carry","strength","dumbbells; markers","1-2 sets x 10-15 meters each side","60-90 seconds between sets","upper-body push/support; trunk control","general","","NSCA2009; AAP2020","The named exercise, variation and dose were not isolated in the cited trials. Linking a domain is a coaching inference, not diagnosis of a weakness or a guaranteed test improvement.","Overhead load stability while walking is a distinct progression from the low suitcase carry.","Show single-arm dumbbell overhead carry from setup to finish at normal speed. Keep the whole body and equipment visible. Press or receive the weight overhead as taught. Walk slowly with ribs over the pelvis and elbow steady. Stop, lower the weight safely and change sides. Film both sides where relevant; show a reset rather than a fatigue set.","Show the setup close enough to reproduce it: Coach confirms a comfortable overhead hold with a light dumbbell. Mark a short clear lane; no low fixtures nearby. Explain: Keep the arm stable without forcing an end range. Demonstrate the easier option: Half-kneeling light overhead press. Explain that the coach chooses progression and any external load.","Explain the error without deliberately loading an unsafe position: Leaning back: reduce the weight and shorten the carry. Contrast a safe low-effort example with the correct version. Refilm normal correct repetitions. Do not demonstrate pain, maximal strain, risky falls or unsafe equipment use.","pending","Awaiting content review and three approved videos."
"wb-066","STR-538","4","2026-10-12","2026-10-18","strength","Incline-bench dumbbell Y raise","strength","dumbbells; bench","1-2 sets x 6-8 reps","60-90 seconds between sets","upper-body pull/scapular control","general","","NSCA2009; AAP2020","The named exercise, variation and dose were not isolated in the cited trials. Linking a domain is a coaching inference, not diagnosis of a weakness or a guaranteed test improvement.","Adds shoulder-elevation/scapular control rather than duplicating rows or pulldowns; general development only.","Show incline-bench dumbbell y raise from setup to finish at normal speed. Keep the whole body and equipment visible. Set the neck comfortably and let arms hang. Lift the arms into a wide Y through a comfortable range. Lower slowly while the chest remains supported. Film both sides where relevant; show a reset rather than a fatigue set.","Show the setup close enough to reproduce it: Lie chest-down on a shallow incline bench with very light coach-selected weights. Leave room for the arms to move forward. Explain: Reach long rather than shrugging the shoulders. Demonstrate the easier option: Unweighted supported Y raise. Explain that the coach chooses progression and any external load.","Explain the error without deliberately loading an unsafe position: Lifting too high with a shrug: reduce range and use less weight. Contrast a safe low-effort example with the correct version. Refilm normal correct repetitions. Do not demonstrate pain, maximal strain, risky falls or unsafe equipment use.","pending","Awaiting content review and three approved videos."
"wb-067","STR-539","4","2026-10-12","2026-10-18","strength","Split-stance single-arm cable press","strength","cableMachine","1-2 sets x 6-8 reps each side","60-90 seconds between sets","upper-body push/support; trunk control","general","","NSCA2009; AAP2020","The named exercise, variation and dose were not isolated in the cited trials. Linking a domain is a coaching inference, not diagnosis of a weakness or a guaranteed test improvement.","Unilateral standing pressing adds anti-rotation and stance control beyond supported bilateral pressing.","Show split-stance single-arm cable press from setup to finish at normal speed. Keep the whole body and equipment visible. Hold the handle beside the chest and brace. Press forward without rotating the pelvis. Return slowly and maintain the same stance. Film both sides where relevant; show a reset rather than a fatigue set.","Show the setup close enough to reproduce it: Set one cable at chest height behind the athlete. Adopt a stable split stance with a coach-approved light load. Explain: Keep both hips facing forward. Demonstrate the easier option: Dumbbell floor press or two-hand light cable press. Explain that the coach chooses progression and any external load.","Explain the error without deliberately loading an unsafe position: Turning the whole body to finish: lower resistance. Contrast a safe low-effort example with the correct version. Refilm normal correct repetitions. Do not demonstrate pain, maximal strain, risky falls or unsafe equipment use.","pending","Awaiting content review and three approved videos."
"wb-068","STR-540","4","2026-10-12","2026-10-18","isometric","Half-kneeling dumbbell overhead hold","strength","dumbbells; kneePad","1-2 sets x 10-20 seconds each side","45-60 seconds between sets","upper-body push/support; trunk control","general","","NSCA2009; AAP2020; ISO2026","The youth trial combined isometric and ballistic work in older males. It cannot prove this particular hold improves a six-test result; no tendon or pain treatment claim.","Stationary overhead stability precedes overhead carrying and is distinct from dynamic pressing.","Show half-kneeling dumbbell overhead hold from setup to finish at normal speed. Keep the whole body and equipment visible. Bring the weight overhead using the taught press. Hold with ribs down and normal breathing. Lower under control before switching sides. Film both sides where relevant; show a reset rather than a fatigue set.","Show the setup close enough to reproduce it: Adopt a stable half-kneeling stance and use a light coach-selected dumbbell. Confirm the overhead position is comfortable. Explain: Keep the hand above the shoulder without leaning. Demonstrate the easier option: Half-kneeling unloaded overhead reach hold. Explain that the coach chooses progression and any external load.","Explain the error without deliberately loading an unsafe position: Arching backward: reduce load or use a lower hand position. Contrast a safe low-effort example with the correct version. Refilm normal correct repetitions. Do not demonstrate pain, maximal strain, risky falls or unsafe equipment use.","pending","Awaiting content review and three approved videos."
"wb-069","STR-541","4","2026-10-12","2026-10-18","isometric","Seated cable-row hold","strength","cableMachine; bench","1-2 sets x 10-20 seconds","45-60 seconds between sets","upper-body pull/scapular control; trunk control","general","","NSCA2009; AAP2020; ISO2026","The youth trial combined isometric and ballistic work in older males. It cannot prove this particular hold improves a six-test result; no tendon or pain treatment claim.","Static upper-pull endurance differs from the dynamic row variations.","Show seated cable-row hold from setup to finish at normal speed. Keep the whole body and equipment visible. Sit tall and set the shoulder blades comfortably. Hold the elbows beside the body without shrugging. Let the arms extend slowly to finish. Film both sides where relevant; show a reset rather than a fatigue set.","Show the setup close enough to reproduce it: Sit facing a low cable with feet supported and a coach-approved light load. Hold the handle near the lower ribs. Explain: Keep the chest still while breathing. Demonstrate the easier option: Shorter hold with a lighter load. Explain that the coach chooses progression and any external load.","Explain the error without deliberately loading an unsafe position: Leaning backward to hold the weight: reduce resistance. Contrast a safe low-effort example with the correct version. Refilm normal correct repetitions. Do not demonstrate pain, maximal strain, risky falls or unsafe equipment use.","pending","Awaiting content review and three approved videos."
"wb-070","STR-542","4","2026-10-12","2026-10-18","isometric","Seated hip-flexion self-resisted hold","strength","bench","1-2 sets x 10-20 seconds each side","45-60 seconds between sets","hip force and control; trunk control","general","","NSCA2009; AAP2020; ISO2026","The youth trial combined isometric and ballistic work in older males. It cannot prove this particular hold improves a six-test result; no tendon or pain treatment claim.","Adds low-equipment hip-flexor force practice absent from hip-extension and adductor entries; general support only.","Show seated hip-flexion self-resisted hold from setup to finish at normal speed. Keep the whole body and equipment visible. Lift the knee slightly toward the hands. Press the hands gently downward while keeping the thigh still. Release gradually and place the foot down. Film both sides where relevant; show a reset rather than a fatigue set.","Show the setup close enough to reproduce it: Sit upright on a bench with feet supported. Place both hands on the thigh just above one knee; coach sets a moderate effort. Explain: Keep the pelvis level and breathe normally. Demonstrate the easier option: Unresisted brief seated knee lift. Explain that the coach chooses progression and any external load.","Explain the error without deliberately loading an unsafe position: Leaning back to lift the knee: lower the effort. Contrast a safe low-effort example with the correct version. Refilm normal correct repetitions. Do not demonstrate pain, maximal strain, risky falls or unsafe equipment use.","pending","Awaiting content review and three approved videos."
"wb-071","PLY-513","4","2026-10-12","2026-10-18","plyometric","Lateral power skips","plyometrics","markers","1-2 sets x 8-12 contacts each side","60-90 seconds between sets","hip force and control; squat/lunge and knee extension; ankle and calf capacity","support","planned_change_direction","NSCA2009; PJT2018; PJT2014","Program-level youth evidence does not isolate this variation. Direction, support, experience and dose matter; vertical training has not consistently improved sprint time.","Skipping includes an intervening step and rhythm change, unlike continuous alternating lateral bounds.","Show lateral power skips from setup to finish at normal speed. Keep the whole body and equipment visible. Push sideways and lift the leading knee slightly. Land and bring the trailing foot through without crossing. Continue for the planned contacts then reverse after rest. Film both sides where relevant; show a reset rather than a fatigue set.","Show the setup close enough to reproduce it: Mark a short sideways lane with no obstacles. Coach demonstrates a low controlled side-skip rhythm. Explain: Travel sideways without turning into a forward run. Demonstrate the easier option: Side-step with a small rise. Explain that the coach chooses progression and any external load.","Explain the error without deliberately loading an unsafe position: Crossing the feet: slow down and shorten the side travel. Contrast a safe low-effort example with the correct version. Refilm normal correct repetitions. Do not demonstrate pain, maximal strain, risky falls or unsafe equipment use.","pending","Awaiting content review and three approved videos."
"wb-072","PLY-514","4","2026-10-12","2026-10-18","plyometric","Backward two-foot hop and stick","plyometrics","markers","1-2 sets x 3-5 reps","15-30 seconds between reps; 60-90 seconds between sets","squat/lunge and knee extension; hip force and control; ankle and calf capacity","support","planned_change_direction","NSCA2009; PJT2018; PJT2014","Program-level youth evidence does not isolate this variation. Direction, support, experience and dose matter; vertical training has not consistently improved sprint time.","Adds backward landing orientation, unlike existing forward-distance and vertical landings.","Show backward two-foot hop and stick from setup to finish at normal speed. Keep the whole body and equipment visible. Look at the clear landing zone before starting. Make a small two-foot hop backward. Land quietly and hold balance before walking forward to reset. Film both sides where relevant; show a reset rather than a fatigue set.","Show the setup close enough to reproduce it: Check the landing space behind the athlete and mark a very short backward distance. Coach supervises the first attempts. Explain: Keep the hop short enough to control. Demonstrate the easier option: Backward step and balanced stop. Explain that the coach chooses progression and any external load.","Explain the error without deliberately loading an unsafe position: Leaning far backward: shorten the hop. Contrast a safe low-effort example with the correct version. Refilm normal correct repetitions. Do not demonstrate pain, maximal strain, risky falls or unsafe equipment use.","pending","Awaiting content review and three approved videos."
